paper_id,au_id,aff_id,aff_name
70C3C301,031A4667,069A0840,slovak university of technology in bratislava
70C3C301,0769EE4B,069A0840,slovak university of technology in bratislava
70C3C301,7BDCB316,069A0840,slovak university of technology in bratislava
70E11547,53CE4282,05E1B1D9,university of edinburgh
70E7461B,863AA5E7,01A17328,dalian university of technology
70E7461B,85685094,01A17328,dalian university of technology
70E7461B,757D294B,01A17328,dalian university of technology
70E7461B,85A6DE26,01A17328,dalian university of technology
70EADB90,852F7D2F,,
70EADB90,09685275,,
70EADB90,81C50BA1,,
70EF5F78,401686F9,075CFC38,university of north texas
70EF5F78,13F42EF8,075CFC38,university of north texas
70F22D3C,7E54D83A,09841345,university of sassari
70F22D3C,7B796226,4FEB61A6,congressional research service
7135DF8F,7FE31516,0B003FA6,georgetown university
7135DF8F,79FD65C1,0B003FA6,georgetown university
7135DF8F,803EEB63,0B003FA6,georgetown university
7135DF8F,7DC6DA06,0B003FA6,georgetown university
7135DF8F,80C0A3BB,0B003FA6,georgetown university
7135DF8F,7CEA1040,0B003FA6,georgetown university
7135DF8F,862F18E4,0B003FA6,georgetown university
7135DF8F,41E6E1AE,0B003FA6,georgetown university
7135DF8F,7FF6A4C6,0B003FA6,georgetown university
7135DF8F,812E5911,0B003FA6,georgetown university
7148B938,7A367FAA,,
71494127,6D92B9FE,09368EC9,university of california santa barbara
71494127,82AD3B49,09368EC9,university of california santa barbara
71494127,795A76C9,09368EC9,university of california santa barbara
71494127,7747476D,09368EC9,university of california santa barbara
71494127,8578A714,0389C918,instituto politecnico nacional
71494127,10F94C87,0389C918,instituto politecnico nacional
71494127,7D8ED452,0389C918,instituto politecnico nacional
71A4E88E,00721344,056EA0E2,university of sheffield
71C8EB23,81610FEA,028F2298,dublin city university
71C8EB23,7FF49AD7,028F2298,dublin city university
71C8EB23,7DEDFF2D,028F2298,dublin city university
71C8EB23,7FAF043E,028F2298,dublin city university
71D320B2,7F0F0E1B,,
71D320B2,02BCC55D,,
71D320B2,7628BD51,,
71D320B2,0F434BE4,,
71D67282,82C5B6D8,08EF476D,max planck society
71D67282,7B069878,08EF476D,max planck society
71E25D73,84DBB9DF,04BEE6D7,university of birmingham
71E25D73,7EE17B5D,0404AD5B,lancaster university
71E25D73,80E1FB03,0D2A3B0C,paris sorbonne university
72014109,81112FE4,,
72014109,76E1F60D,,
721CC8B5,7F1EB7AB,0747B7A8,federal university of rio de janeiro
72223CB8,7F8CB6E4,0884A47B,university of salento
72223CB8,6E97778F,0884A47B,university of salento
72223CB8,3A539228,0884A47B,university of salento
72223CB8,7C4FC705,0884A47B,university of salento
72223CB8,7CF84A21,074ADC51,university of modena and reggio emilia
72223CB8,804FBE9A,074ADC51,university of modena and reggio emilia
72223CB8,0D0E0D4A,074ADC51,university of modena and reggio emilia
724007E5,784C524B,05A3DA1F,university of twente
724A5269,6D943698,0BC7337B,national research council
724A5269,7C302C08,0BC7337B,national research council
724A5269,7D06713E,0BC7337B,national research council
724A5269,7CB67086,0BC7337B,national research council
724A5269,7FC4FFAA,0BC7337B,national research council
7268905B,0330997B,074ADC51,university of modena and reggio emilia
7268905B,76D5E021,074ADC51,university of modena and reggio emilia
7268905B,7740E545,074ADC51,university of modena and reggio emilia
72840026,863E03BB,,
72840026,0684B11D,,
7291836F,1EAFC7AC,08EF476D,max planck society
7291836F,8150D96A,08EF476D,max planck society
7291836F,7482BF8F,08EF476D,max planck society
72A478E4,8151C5CA,02710E52,central china normal university
72A478E4,805E14D2,02710E52,central china normal university
72A478E4,80D5DB2D,02710E52,central china normal university
72B059D2,77765DEF,028E8644,nicta
72B059D2,09EFBC10,0439D9C8,university of savoy
72B059D2,8145304D,,
72B059D2,7E8B2C6E,,
72BE39F2,0952BEA0,,
72BE39F2,795A42FC,,
72BE39F2,6CD1731F,,
72C27B25,277AF701,,
72D31088,7E02F0F0,,
72D31088,848BAB11,,
72D31088,8623CDAA,,
72DE06D3,75340608,4FF45383,ibm
72DE06D3,7EC1B26A,4FF45383,ibm
72DE06D3,7E491DBE,4FF45383,ibm
72DE06D3,80E46AED,03C436D1,university at buffalo
72DE06D3,7E06B2F1,03C436D1,university at buffalo
730C5FEA,7EBF9F29,069A0840,slovak university of technology in bratislava
730C5FEA,113569F9,069A0840,slovak university of technology in bratislava
731B40B5,86355321,056408C5,salzburg research
731B40B5,7D55B9E3,056408C5,salzburg research
7323CD5B,0B894F9E,01EE4B98,northumbria university
7323CD5B,7D84D125,01EE4B98,northumbria university
7323CD5B,7EA16BFD,09B136B8,university of sussex
732A8BF5,7FA01C9D,01A17328,dalian university of technology
732A8BF5,7EC4A0D0,01A17328,dalian university of technology
732A8BF5,7D3CD169,01A17328,dalian university of technology
732A8BF5,800CC371,01A17328,dalian university of technology
732A8BF5,7E358DA4,01A17328,dalian university of technology
734A97F6,0DFB1D44,0C1EB600,university of lyon
734A97F6,750FFD86,,
735155D4,80C32EA5,0134B592,peking university
735155D4,7EC2851A,0134B592,peking university
735155D4,84CE1D77,01A8C383,university of michigan
735155D4,811B187D,01A8C383,university of michigan
735155D4,8626550C,,
7357409F,7E05B9E9,0045D019,hanyang university
7357409F,7F1B4A5C,0B8CC95E,yonsei university
73604230,85C01494,0A97E0C1,the chinese university of hong kong
73604230,7FD4D29B,0A97E0C1,the chinese university of hong kong
73604230,803BC657,3333E44B,virginia tech
736C7FCF,7D21FDC8,05282E0D,university of texas at austin
73742E7B,7F1FE087,04281A41,university of chile
737587AD,00945E4B,0B46561F,university of milan
737587AD,2AC4E69D,0B46561F,university of milan
737587AD,8163717B,0B46561F,university of milan
737587AD,7F053F64,,
73889464,2A2006E4,,
738D082C,70D24A17,081E3F30,harvard university
738D082C,8072D604,081E3F30,harvard university
73A07B57,7DACA2B9,,
73A07B57,80E9B5BA,,
73A07B57,78DD6919,,
73A07B57,7F1C5984,,
73A40F30,7FAB4A89,09EA1A37,queen mary university of london
73A40F30,7F6A6135,09EA1A37,queen mary university of london
73A40F30,7C3CF363,09EA1A37,queen mary university of london
73A40F30,77B47B68,01B1760F,university of manchester
73A5C1E6,7DB54482,0BF77E37,hong kong university of science and technology
73A5C1E6,7EE1FB1B,862ADA3F,huawei
73A5C1E6,857A8869,090B77B3,university of waterloo
73A5C1E6,85212A19,090B77B3,university of waterloo
73A5C1E6,7D8E760A,090B77B3,university of waterloo
73A5C1E6,81742354,090B77B3,university of waterloo
73A5C1E6,82C89730,090B77B3,university of waterloo
73AAB89B,7D6CF51D,,
73AAB89B,863E4E76,,
73AAB89B,7DA65FA0,,
73AAB89B,8103D266,,
73ADCD47,7D9D2079,013FBDE4,mit lincoln laboratory
73BABECC,7DED07DB,09630970,kaist
73BABECC,7F1835A7,09630970,kaist
73BABECC,7E08FB22,09630970,kaist
73BABECC,853A73C0,09630970,kaist
73C1D7DB,7FE087F8,,
73CBDF69,8629FC41,090B77B3,university of waterloo
73DBFF3E,84500B77,05A3DA1F,university of twente
73DBFF3E,7E88328B,05A3DA1F,university of twente
73E08005,7F46448B,0A10A938,bilkent university
73E08005,77BBE430,,
73FA8622,77106D7F,038CB6F6,stony brook university
73FA8622,07C52448,038CB6F6,stony brook university
73FF65F5,21DF79D4,045716B5,drexel university
74008149,811AAD0F,0D109F83,purdue university
74208336,809EA698,0966B229,university of illinois at urbana champaign
742CCE75,789BFCF3,,
742CCE75,7A7386F1,,
743250ED,76A3E97B,08EF476D,max planck society
743250ED,1EAFC7AC,08EF476D,max planck society
743250ED,7F35D021,,
743250ED,80AD5763,,
744442B3,808E0C26,08EF476D,max planck society
744442B3,78242325,08EF476D,max planck society
745780D3,809EA698,0966B229,university of illinois at urbana champaign
745B496F,7FA4B4E3,0B8CC95E,yonsei university
745B496F,7D5BDE0E,0B8CC95E,yonsei university
745B496F,84B4BE43,0B8CC95E,yonsei university
745F3D00,7DEF612A,,
7461D471,05E1193B,0BF77E37,hong kong university of science and technology
74974247,7DAEF250,500090B8,institute of international education
74974247,8103D266,500090B8,institute of international education
74974247,7E7B4F6C,500090B8,institute of international education
74974247,7D9B163E,500090B8,institute of international education
749E1E87,7DD49201,0BC3491B,korea university
749E1E87,7FB4B781,0BC3491B,korea university
749E1E87,7D34A812,0BC3491B,korea university
749E1E87,8132A047,0BC3491B,korea university
74A5B4CE,7A66965B,038CB6F6,stony brook university
74A5B4CE,763DB7FE,038CB6F6,stony brook university
74A7CC7B,7F3379C0,0754B26A,istituto di scienza e tecnologie dell informazione
74C0ADE1,0F833105,0A10A938,bilkent university
74C0ADE1,7A039F49,0A10A938,bilkent university
74C954A8,775325BF,,
74C954A8,862FE3F1,,
74C954A8,7C5BCD3D,,
7508A156,819AA8B5,0966B229,university of illinois at urbana champaign
750DC15E,7892C407,00F94921,university of sannio
750DC15E,7E0FFA91,00F94921,university of sannio
750DC15E,7A04200D,00F94921,university of sannio
750DC15E,84E56A80,00F94921,university of sannio
750DC15E,146C38B2,00F94921,university of sannio
75105B6A,805A98DB,,
75105B6A,7D6072DA,,
7510715F,7E06884C,00FF56A8,national taiwan university
7510715F,7F7FDEB6,00FF56A8,national taiwan university
7514C09A,7BC44C62,,
7514C09A,80B9891B,,
7514C09A,84BB92DF,,
7514C09A,7DD35FBA,,
7514C09A,77669A95,,
7514C4FB,81449FAA,,
75191C5C,7AD66F79,4FF45383,ibm
75192333,7EDA2207,0619822C,karlsruhe institute of technology
75192333,10002287,0619822C,karlsruhe institute of technology
75192333,5281ABB3,0619822C,karlsruhe institute of technology
75192333,7D8545F6,0619822C,karlsruhe institute of technology
75192333,806D72B3,0619822C,karlsruhe institute of technology
751A3036,80A0622B,,
751A9994,863C8ECF,4D0FB79F,commonwealth scientific and industrial research organisation
751A9994,67C57DD1,0056B275,university of adelaide
751A9994,7EB92D59,07681456,oxford brookes university
751BF7A1,79E6E0CA,0527EA39,university of delaware
751D8756,78294D80,,
751D8756,7D3EE6A2,,
751D8756,7624B3DB,,
751F5F9C,7F117EA6,4FEB61A6,congressional research service
751F5F9C,7EA7B7EC,4FEB61A6,congressional research service
751F5F9C,72A3E583,4FEB61A6,congressional research service
751FBF02,7F030E9D,,
751FBF02,80A524E9,,
751FBF02,78F72DBA,,
7520DDB2,7550106F,,
7520DDB2,801B7FDD,,
7520DDB2,7EF20FA5,,
7521EE4E,7F339A86,0966B229,university of illinois at urbana champaign
7521EE4E,7751003A,0966B229,university of illinois at urbana champaign
7521EE4E,7F44153D,0966B229,university of illinois at urbana champaign
7521EE4E,7EBCD6BD,0966B229,university of illinois at urbana champaign
752311D3,7E013C7D,00D956B2,hong kong polytechnic university
752311D3,802C4419,00D956B2,hong kong polytechnic university
752311D3,7F57186E,00D956B2,hong kong polytechnic university
752311D3,7F64BE5B,00D956B2,hong kong polytechnic university
75240FF0,84B1C222,033871FA,t systems
75240FF0,862511B5,862ADA3F,huawei
75240FF0,84E982E4,0A599FD9,logica
75240FF0,02A1985C,,
75240FF0,5A617FC1,,
7525487E,68F545EE,,
75255DA3,806F6044,4EF77785,hewlett packard
75274733,84EDF35A,04634070,national institute of advanced industrial science and technology
75274733,85F03AA8,04634070,national institute of advanced industrial science and technology
75274733,75706F52,04634070,national institute of advanced industrial science and technology
75276FD0,863B0405,4F10C1EB,french institute for research in computer science and automation
7528D803,84E7C315,0BC1D058,hebrew university of jerusalem
7528D803,810597E1,0BC1D058,hebrew university of jerusalem
752DE678,79ECC264,,
752DE678,4A45A3A3,,
752ED85C,13A66129,01F164D0,ghent university
752ED85C,777E420F,01F164D0,ghent university
752F3248,14095D99,05C86094,stanford university
752F3248,79AF217E,05C86094,stanford university
752F3248,6FF9A5FC,05C86094,stanford university
752F3248,802D36CC,05C86094,stanford university
752F3248,7F1289C8,4E718DAA,linkedin
752FC0A4,1DA2711B,0389C918,instituto politecnico nacional
752FC0A4,0BAF9D53,0389C918,instituto politecnico nacional
752FC0A4,1C7C571A,0389C918,instituto politecnico nacional
752FC0A4,12C9DA96,0389C918,instituto politecnico nacional
752FEE08,7C03DD0D,,
752FEE08,84A8FB40,,
75335A8E,834E04A8,,
75335A8E,7AA9ABE2,,
7533867B,84F5A3C3,0C55BCAD,university of paderborn
7533867B,25C97790,0C55BCAD,university of paderborn
7536DC1A,7F00BA25,4FF45383,ibm
753A7E38,0A832D7A,0A6604CB,national technical university of athens
753A7E38,78D4C2A7,0A6604CB,national technical university of athens
753A7E38,84A89891,0A6604CB,national technical university of athens
753A7E38,13A474FB,0A6604CB,national technical university of athens
753E349B,7D48027B,06D39D72,tokyo institute of technology
753E349B,7EFC0BA7,06D39D72,tokyo institute of technology
753E349B,7F371FA2,06D39D72,tokyo institute of technology
7540372A,7D55B9E3,056408C5,salzburg research
7540372A,76E2A7B2,056408C5,salzburg research
7540372A,09CE641A,056408C5,salzburg research
7540372A,8516C929,,
75409E8A,113569F9,,
75409E8A,13A74DE6,,
75424E35,76F590BF,,
75424E35,767B2C65,,
7542FAFA,7E51FB18,05282E0D,university of texas at austin
7542FAFA,858BC129,4E718DAA,linkedin
7543979F,805BE10A,,
7543979F,84D942DA,,
75445ECA,489C4505,08EF476D,max planck society
75445ECA,7E19FB9A,08EF476D,max planck society
75445ECA,7DB7A4EE,08EF476D,max planck society
7546F002,1EF0234D,0389C918,instituto politecnico nacional
7546F002,018D81F3,0389C918,instituto politecnico nacional
7546F002,0BBCD063,0389C918,instituto politecnico nacional
754763FE,5081FA08,0BB40DCF,university of ulm
754763FE,849EF84B,0BB40DCF,university of ulm
754763FE,80F013EA,0BB40DCF,university of ulm
75490915,86286E54,4EF77785,hewlett packard
75490915,8608A9D3,05E904C7,ntt docomo
75490915,6C84BD9C,05E904C7,ntt docomo
75490915,79A9C893,05E904C7,ntt docomo
75490915,7CD5A532,05E904C7,ntt docomo
754E1E5A,7D848E51,017C99DB,fudan university
754E1E5A,850316B3,017C99DB,fudan university
754E1E5A,7D6F9B6B,017C99DB,fudan university
754E2FE2,78989BA3,0619822C,karlsruhe institute of technology
754E2FE2,7F6FFF97,0619822C,karlsruhe institute of technology
754FACA2,8514A570,4EF77785,hewlett packard
754FACA2,756D5165,4FF45383,ibm
75504227,7E0DE9A6,00C50601,northeastern university
7550B852,7B00BB27,0377AB29,institute for system programming
7550B852,7A90CA7D,0377AB29,institute for system programming
7550B852,0215D195,031C31BE,university of waikato
7551D7D0,827E7026,0999D47E,indian institutes of technology
7551D7D0,134CC1CB,0999D47E,indian institutes of technology
7551D7D0,862CB4D8,0999D47E,indian institutes of technology
75524C07,120F7A1A,,
7554676E,02397236,4ECD74BC,alcatel lucent
7554676E,7E855D71,4ECD74BC,alcatel lucent
7554676E,6B229D6B,4ECD74BC,alcatel lucent
7554676E,7FA38044,4ECD74BC,alcatel lucent
7556670D,73B1C6C5,,
75580E40,7F7FDEB6,00FF56A8,national taiwan university
75580E40,8163F503,00FF56A8,national taiwan university
75593B3F,8236F3D3,,
755B02BD,83957B28,017C99DB,fudan university
755B02BD,7FE5208A,017C99DB,fudan university
755B02BD,7F8AD621,017C99DB,fudan university
755B02BD,7D7C5192,017C99DB,fudan university
755B02BD,7DDA7A0B,017C99DB,fudan university
755CE40C,7721D4CA,4FF45383,ibm
755CE40C,7F78C9CF,4FF45383,ibm
755CE40C,7EF9215C,4FF45383,ibm
755E757D,7DFD1646,05C86094,stanford university
755E757D,84B0DCAA,,
756128A4,756D5165,4FF45383,ibm
756128A4,8623725A,4FF45383,ibm
756128A4,7F00BA25,4FF45383,ibm
756128A4,05F3AC18,4FF45383,ibm
7563320A,763D6539,036E601F,indiana university school of informatics
7563320A,450ACE0F,09DC92C5,indiana university bloomington
7563320A,80CF3CF9,,
7564BF77,0DC86F1D,,
7564BF77,064A312D,,
7566D32F,7DAD11B0,09D7E4FA,university of queensland
7569DFC3,118FA762,050F3ADA,newcastle university
7569DFC3,7EE4EC3E,050F3ADA,newcastle university
7569DFC3,7E7FE4AF,01B1760F,university of manchester
7569DFC3,7F0196D3,01B1760F,university of manchester
756D68E0,80EEF9BD,0389C918,instituto politecnico nacional
756D68E0,7E4A5CFE,,
756D68E0,74A7A738,,
7570726B,7937297C,,
7570726B,70414009,,
7570726B,7CED1299,,
7570726B,78B00150,,
75749E58,72B7DC29,,
75749E58,0B1E16AF,,
7574BA2F,7DECBF2A,0966B229,university of illinois at urbana champaign
75790C12,82AD3B49,09368EC9,university of california santa barbara
75790C12,7F072818,09368EC9,university of california santa barbara
75790C12,7747476D,09368EC9,university of california santa barbara
757AD0A1,79AD53AA,,
757AD0A1,7BDEC872,,
757AD0A1,288C3F28,,
757AF2BA,811D6FAD,,
757AF2BA,811B8EEB,,
757C6A2B,4A91F254,4FF45383,ibm
757C6A2B,7AF7AC72,4F5B50D5,university of hawaii
757CCE1D,2F62C24C,,
757DFD67,82ED9112,,
757DFD67,696F8075,,
757DFD67,84CDD87A,,
757DFD67,8495FD70,,
757DFD67,17FB66F8,,
75803B50,7F8229A1,05E904C7,ntt docomo
75803B50,78B4CD2D,05E904C7,ntt docomo
75803B50,73FD1296,05E904C7,ntt docomo
7580990F,7D2E7312,0154426A,kyoto university
7580990F,856E0E96,017127EB,ricoh
7580990F,11F2262E,017127EB,ricoh
7580990F,7EED0A92,,
75836C06,7EE17B5D,056EA0E2,university of sheffield
75863C7B,6D92B9FE,09368EC9,university of california santa barbara
75863C7B,82AD3B49,09368EC9,university of california santa barbara
75863C7B,7747476D,09368EC9,university of california santa barbara
75863C7B,8578A714,0389C918,instituto politecnico nacional
75863C7B,7D8ED452,0389C918,instituto politecnico nacional
758748BF,8540B7E9,,
75888756,7FFC7082,095FFF3F,maynooth university
75888756,7EEB78C9,095FFF3F,maynooth university
758900AB,7F23DDD6,05C86094,stanford university
7589DC90,7D359A59,,
7589DC90,7FE2BD75,,
758B7E3B,1EAFC7AC,08EF476D,max planck society
758B7E3B,7482BF8F,08EF476D,max planck society
758BABE7,7E7311E3,05C86094,stanford university
758BABE7,85AB9572,05C86094,stanford university
758BABE7,1538CBB6,05C86094,stanford university
758BABE7,7CEB27DC,05C86094,stanford university
758E4E39,4AC8E922,,
7590B035,7A1FCC43,04C1EC81,university of guelph
7590B035,0778C05F,04C1EC81,university of guelph
75936628,84B391CC,,
7593C2CD,7DA960F3,,
7593C2CD,052B8162,,
7593C2CD,80D396FB,,
7595D2EC,80EEF9BD,0389C918,instituto politecnico nacional
7595D2EC,7E4A5CFE,,
7595D2EC,74A7A738,,
75976C89,12BDDF41,0B0ADEB6,university of toronto
75976C89,7E9C3720,0B0ADEB6,university of toronto
75976C89,0F65A285,0B0ADEB6,university of toronto
759AD7DB,7606B9E9,,
759B2D5B,80336766,0966B229,university of illinois at urbana champaign
759B8656,016C7F3C,0617689C,university of paris sud
759B8656,0C5145D0,0617689C,university of paris sud
759B8656,7A0E9474,,
759EA6FB,04E07990,,
75A08512,806C1D9D,0045D019,hanyang university
75A6C06D,751D95AE,0A97E0C1,the chinese university of hong kong
75A6C06D,7E44F07E,012C9CDF,florida international university
75A6D5C4,80238C16,043A55FE,universite de montreal
75ACCFCA,7D13C3EC,05C86094,stanford university
75ADE1A5,7BBECF90,08EF96ED,california polytechnic state university
75ADE1A5,84FFB96D,08EF96ED,california polytechnic state university
75ADE1A5,84C0B85D,08EF96ED,california polytechnic state university
75ADE1A5,84D2AB92,08EF96ED,california polytechnic state university
75ADE1A5,85015B8A,08EF96ED,california polytechnic state university
75B08226,0DD8AFFD,,
75B08226,854537F4,,
75B08226,0A60FB39,,
75B08226,02A9C6E4,,
75B090C0,21E77182,08802AB2,university of crete
75B090C0,6843208C,,
75B3D5DE,763D3C5B,,
75B3D5DE,048452A9,,
75B3D5DE,50A7B5F9,,
75B3D5DE,789DC675,,
75B7A2DE,863C30E2,,
75B7AD6F,806BB17B,350410CF,university of hong kong
75B7C4B8,84C581C6,,
75B7C4B8,851066E8,,
75B8CE5E,0EE8BB0C,0A9812F0,japan advanced institute of science and technology
75BBEFAC,86124E15,00FF56A8,national taiwan university
75BBEFAC,8636C49C,00FF56A8,national taiwan university
75BBEFAC,850A57A4,00FF56A8,national taiwan university
75BBEFAC,80AC4A04,00FF56A8,national taiwan university
75BBEFAC,7D232A34,00FF56A8,national taiwan university
75BBEFAC,7F38C141,4FF45383,ibm
75C04C09,8116A2FA,4FF45383,ibm
75C04C09,0EDF90AE,4FF45383,ibm
75C04C09,7DC9EEBE,4FF45383,ibm
75C2EEA2,0A0B787E,,
75C3433B,7A046857,500B3463,oracle corporation
75C3433B,84F2DC7D,4E8F22EE,elsevier
75C47754,7B6ED9F5,0134B592,peking university
75C61043,6FF9A5FC,05C86094,stanford university
75C61043,7E5346BE,05C86094,stanford university
75C78166,4265F54A,,
75C9FB5E,7EE5D112,09D7E4FA,university of queensland
75C9FB5E,7F9AEB93,09D7E4FA,university of queensland
75CC919F,7F724448,087AC4EF,university of nottingham
75D6CB2F,7E658572,4FF45383,ibm
75D6CB2F,733E631A,4FF45383,ibm
75D6CB2F,7FA0B4B3,4FF45383,ibm
75D6CB2F,815A68D1,4FF45383,ibm
75D6CB2F,7EEACF51,4FF45383,ibm
75D7B357,7E58089D,4D4B6A15,new york state department of environmental conservation
75D81629,85DA4192,07BC3356,university of vienna
75D81629,7AF36C07,07BC3356,university of vienna
75DCD405,0608BE6E,02A71496,czech technical university in prague
75DCD405,7E0C6A15,01444027,charles university in prague
75DDBC91,47E5865D,4EF77785,hewlett packard
75DE33A4,6C7D22D1,,
75E1CFF7,8031EF79,06D39D72,tokyo institute of technology
75E1CFF7,7C7E1DAB,06D39D72,tokyo institute of technology
75E1CFF7,76AB175A,06D39D72,tokyo institute of technology
75E1CFF7,8111643E,06D39D72,tokyo institute of technology
75E4A692,43ED44FE,051F1353,nagaoka university of technology
75E4A692,7DE06650,051F1353,nagaoka university of technology
75E55A2E,7F3E360B,,
75E55A2E,85F9BE5F,,
75EC2FE8,4A91F254,4FF45383,ibm
75EC2FE8,7A49F117,05282E0D,university of texas at austin
75EC2FE8,7E7FE4AF,01B1760F,university of manchester
75EFBF56,78F06266,05282E0D,university of texas at austin
75EFBF56,8620823D,07C4E139,universiti putra malaysia
75EFBF56,7B5A39C9,07C4E139,universiti putra malaysia
75F4593B,7E0AEE9D,0619822C,karlsruhe institute of technology
75F4593B,7D119438,038CB6F6,stony brook university
75F5982C,77C14AE2,,
75FC01D1,19931D56,,
75FC2C00,8075E3A0,,
75FC2C00,8163A718,,
75FEE02A,7FAB0A34,05C86094,stanford university
75FEE02A,7CABDC55,05C86094,stanford university
75FEE02A,708BB8E7,05C86094,stanford university
76000D07,6CD1731F,0228E4F2,university of bristol
76000D07,0603B721,0228E4F2,university of bristol
76000D07,0952BEA0,0228E4F2,university of bristol
7600598B,7C5D3C0F,075ABF1F,uppsala university
7600598B,8218DD21,05C86094,stanford university
7600598B,7F43A288,052F5108,royal institute of technology
7600598B,7F0384EA,052F5108,royal institute of technology
7600598B,088E123C,052F5108,royal institute of technology
7600598B,793DFB78,,
76012E68,78F6AC04,4EF77785,hewlett packard
76012E68,7DC2770E,4EF77785,hewlett packard
7605DB4F,6439E401,,
7605DB4F,863EF8B5,,
760A8967,82912F12,4EF77785,hewlett packard
760AB772,8179A7F1,05C86094,stanford university
760AB772,8189781B,34C77BFA,hp labs
760AB772,7644F4FA,34C77BFA,hp labs
760AB772,0B44702D,34C77BFA,hp labs
760AB772,7B81B529,34C77BFA,hp labs
760FBCC2,7967F14C,,
760FBCC2,02B1E5BA,,
760FBCC2,6E8FFA6A,,
76129904,7E52D700,0A97E0C1,the chinese university of hong kong
76129904,7FCC81AE,03672BD5,swinburne university of technology
76195D88,7FCC81AE,03672BD5,swinburne university of technology
761B5ABE,7FEE921B,,
761B5EC9,13F9BDFE,00BC8D07,telecom paristech
761B5EC9,1310FBB2,00BC8D07,telecom paristech
761B5EC9,5C190D1F,00BC8D07,telecom paristech
76211C6C,839548BE,,
76211C6C,83ACF49E,,
76211C6C,85B06C1D,,
7623F342,849392DE,4EF77785,hewlett packard
7623F342,7E60E429,4EF77785,hewlett packard
7623F342,7C21CDCF,4EF77785,hewlett packard
7623F342,6197CCFE,4EF77785,hewlett packard
762410EA,7CF73DF1,,
76248179,7F6FE547,0815134D,kyushu university
76248179,7F716240,0815134D,kyushu university
76248179,0A6064E4,0815134D,kyushu university
76250C40,7EEB187C,04281A41,university of chile
76250C40,84A6D191,,
76250C40,7E3BFF6D,,
76256797,8471FDF2,09368EC9,university of california santa barbara
76256797,6FF9A5FC,05C86094,stanford university
76256797,7CF194F2,863BFDE1,facebook
76256797,7D5E91AA,09B48D0B,indian institute of technology bombay
76269DA1,816615E6,0810AAFA,university of wisconsin madison
76282434,805A298A,06194FDE,rutgers university
76282434,7D999BF7,06194FDE,rutgers university
762A294C,7B4C78EA,03D37308,international institute of information technology hyderabad
762A294C,8597BDCF,03D37308,international institute of information technology hyderabad
762B93B5,7D0F222E,4FF45383,ibm
762D46A4,0FC94792,01776B6C,university of massachusetts amherst
762D46A4,7F08F36E,01776B6C,university of massachusetts amherst
762E20CD,8496D268,,
762E20CD,7DB2FD19,,
762EA2B6,1EAFC7AC,08EF476D,max planck society
762EA2B6,0C2CE66B,08EF476D,max planck society
762EA2B6,7FF8809C,08EF476D,max planck society
76304AA5,7E7A3A69,0966B229,university of illinois at urbana champaign
76304AA5,81297023,0966B229,university of illinois at urbana champaign
76309ACA,0350D2E3,07CA5884,georgia institute of technology
76309ACA,7ED5A373,07CA5884,georgia institute of technology
76345ABB,84B71B24,050BB43F,academia sinica
76345ABB,7F6642AD,050BB43F,academia sinica
76345ABB,7D18D664,00FF56A8,national taiwan university
76345ABB,8037D799,00FF56A8,national taiwan university
76345ABB,80BF08C9,00FF56A8,national taiwan university
76388A76,767FB405,081E3F30,harvard university
76388A76,41709172,,
76396126,814F7108,0C37CBAD,harbin institute of technology
76396126,7EF84BEE,0C37CBAD,harbin institute of technology
763A19A0,85F9BE5F,,
763BB1AA,6FF9A5FC,05C86094,stanford university
763BB1AA,7DED4EE8,05C86094,stanford university
763BB1AA,7D20B1D2,05C86094,stanford university
763E2FD8,7E5186A7,00A3C9C2,akamai technologies
763E2FD8,0C4E266E,00A3C9C2,akamai technologies
763E2FD8,7FDD4B85,00A3C9C2,akamai technologies
76420886,0242E678,0389C918,instituto politecnico nacional
76420886,7DE6B376,,
76428643,7DD92784,4FF45383,ibm
76428643,77E13385,4FF45383,ibm
76463172,85D53826,,
76463172,75200BFE,,
7646935B,81B85E18,0B00BA67,national institute of informatics
76495A8B,7FE32EC5,,
76495A8B,7F4E87D3,,
76495A8B,792AD890,,
76495A8B,0ACCC928,,
76495A8B,7EDD19E5,,
764B0F2E,84D52565,,
764EA337,7DFBF9B2,05E1B1D9,university of edinburgh
764EA337,84EF94B7,05E1B1D9,university of edinburgh
764ED17C,85CD3C4A,055DA639,national institute of information and communications technology
764ED17C,7EED0A92,055DA639,national institute of information and communications technology
764ED17C,7D2E7312,0154426A,kyoto university
765902AC,58027C36,,
765902AC,84B0A841,,
765902AC,7E9EB2EB,,
765913C6,59F5EF68,,
765913C6,452A642C,,
765BCC62,81BEC658,4FF45383,ibm
765BCC62,4E2D9121,05282E0D,university of texas at austin
765BCC62,7A49F117,05282E0D,university of texas at austin
765BCC62,7E4FB982,05282E0D,university of texas at austin
765E3DEA,80D24C8D,,
765E3DEA,7E533AF1,,
765E3DEA,7E9EB2EB,,
765F44A2,4DE3613B,06194FDE,rutgers university
765FB72C,7D95E1AC,348EB203,nanjing university
7663F7B5,7AEDEA7C,4EF77785,hewlett packard
7663F7B5,7F2B7AF8,4EF77785,hewlett packard
7663F7B5,62CB0DF1,4EF77785,hewlett packard
76660D6B,863C8ECF,4D0FB79F,commonwealth scientific and industrial research organisation
76660D6B,7D33E170,,
766AD866,2969AE72,,
766AD866,06295A64,,
